word	k	p	sqrt_kp	sum	DF
harpoon	0.239896069521103	0.309501468662831	0.391588155178528	76	34
day	0.804192308927634	0.394871667567433	0.895906749380674	175	75
port	0.185878904179613	0.503767245576447	0.53696592511508	26	17
eat	0.105058649700179	0.575589705728006	0.585098990955272	11	8
meanwhile	0.298708776877777	0.602366464443544	0.672363213501477	28	20
nay	0.396232568129991	0.659883509071135	0.769705458984749	29	22
dark	0.468851544747478	0.538748728587606	0.714193225651754	57	36
pocket	0.265867748313304	0.758808249912153	0.804037076090357	12	10
brought	0.853987453579341	0.771088217242719	1.15059619747394	36	28
pieces	0.284367577471286	0.691675820152421	0.747850492612268	18	14
stood	0.469091168091368	0.425327729537146	0.633206286682743	90	47
middle	0.275047875343221	0.513521654584622	0.582542550770455	37	24
dear	8.02473037887394	0.991262705341073	8.08572194702627	10	10
sign	0.13137271865411	0.341320286393949	0.365729858106526	36	19
crossed	0.540969236725915	0.836630935915599	0.996292646773442	15	13
harpoons	0.206625427983676	0.478324484518149	0.521045468245325	32	20
inn	0.0488777189339227	0.302538313383465	0.3064611924422	16	8
ice	0.276029325674227	0.592121488027379	0.653299353448269	27	19
house	0.171877910061301	0.356788434103211	0.396030305250573	44	23
inches	0.180107750608636	0.561165366993876	0.589360136879543	20	14
thick	2.20721389664292	0.920685327782416	2.39153813649865	27	24
struck	0.444178311507211	0.567852808218946	0.7209377117446	48	32
foot	0.695538753549369	0.755289440537319	1.02676009694387	32	25
service	0.0400329438353007	0.340723518002391	0.343067270826067	11	6
watch	0.669621582696653	0.62113247688441	0.913344742062783	58	39
broad	0.785873508319004	0.658006717615075	1.02497317599252	58	40
went	0.524990680962002	0.434563424825678	0.681513452026568	97	50
followed	0.411432079940475	0.692017673958193	0.805086838468158	26	20
took	0.672307069042654	0.660825043535706	0.942701720189738	49	36
moving	0.129227319148435	0.567236958614303	0.581770974896734	14	10
proved	0.685236986854162	0.858784585325012	1.09866313861202	16	14
presently	0.512560530194131	0.792990162644174	0.944220151851952	19	16
meant	0.205326665169347	0.675598188000779	0.706110438288162	14	11
flying	0.442299198176391	0.684117611734047	0.814644393212262	29	22
ashes	0.138244899581884	0.620622699248466	0.635833458605991	12	9
picked	8.82720205809376	0.991262703942574	8.88268528783061	11	11
loud	0.206801313291623	0.727492671637223	0.756314994208765	11	9
pushed	3.17241341745791	0.967765392690956	3.31674188723772	15	14
interior	9.62072209009542	0.991255741468079	9.67165350288375	12	12
sitting	0.238416608852124	0.606123818415457	0.651328306330287	22	16
faces	0.540969236725915	0.836630935915599	0.996292646773442	15	13
negro	0.203795312498058	0.557169504874043	0.593270921719384	23	16
church	0.0415417289993804	0.296443224307131	0.299339774313181	14	7
muttered	0.227446530754905	0.655153802889321	0.693511665217523	17	13
dim	0.255242691749849	0.644406149197772	0.693114793389673	20	15
tall	0.672928967683324	0.805997506110726	1.04998351196771	23	19
jet	0.145461814308437	0.392277815751558	0.418379043634735	32	18
spray	5.01921209254988	0.978029098429361	5.11361231883817	16	15
peter	0.158422428418196	0.692268088626906	0.710163905276147	10	8
common	1.05889667529878	0.754216623255001	1.30004033927912	49	37
suppose	0.177649606560248	0.405395902554146	0.442611816966856	37	21
wooden	1.43946863826091	0.883318740562461	1.68888186619597	27	23
might	1.68142210120327	0.572897459222091	1.77634224776588	178	87
stricken	5.01921209254988	0.978029098429361	5.11361231883817	16	15
spot	1.0779965653355	0.874337601356204	1.38799958069895	22	19
queer	0.148498545967164	0.329037088520254	0.360994769735307	43	22
sharp	0.674812096695864	0.700342819931026	0.972548935157512	41	30
corner	0.151579058080878	0.589313671811442	0.608495533781942	15	11
kept	0.406489900088153	0.551190683643785	0.684868752834716	47	30
worse	0.28486014539909	0.658259115275314	0.717251953834794	21	16
nevertheless	19.9320877319241	0.982622243228895	19.9562939401586	50	42
works	0.0581207149769929	0.221543238542856	0.229040223658409	29	12
glass	0.253301154840031	0.666473528458467	0.712985581326279	18	14
window	0.126273088435576	0.528451395056304	0.543328417994138	16	11
letter	0.0215860793426451	0.190841434099234	0.192058355169566	13	5
body	0.618574824211736	0.448522894250324	0.764073033037594	108	55
pity	0.471663317714518	0.870086846850079	0.989705717038645	10	9
didn	0.0872951258185794	0.273062144334935	0.286676426761034	33	15
thrust	0.21538520717305	0.642745885629419	0.677873927041396	17	13
keep	0.595219279425803	0.550549985908423	0.810796693125926	69	42
afterwards	0.532779321669403	0.751625192286773	0.921300295928878	25	20
lights	0.471663317714518	0.870086846850079	0.989705717038645	10	9
talk	0.816142723962784	0.822558003710626	1.15874527629924	25	21
oriental	0.244198784956185	0.742908903289213	0.782014504443784	12	10
summer	0.265793661863337	0.71559959612651	0.763366918763937	15	12
holding	0.730966272410688	0.737209747290644	1.03816660652436	37	28
lengthwise	0.0827668146179723	0.494806349846604	0.501680844213257	12	8
equator	0.206801313291623	0.727492671637223	0.756314994208765	11	9
fiery	0.294653674409453	0.635484014665234	0.700471784398226	24	18
lie	3.19064066261509	0.945722502510994	3.32784898841406	26	23
wonderful	0.565925458087642	0.785074124127212	0.967787685644851	22	18
lives	2.95857834033297	0.952405003117485	3.10809605479795	21	19
frozen	0.471663317714518	0.870086846850079	0.989705717038645	10	9
plenty	0.237742109249945	0.665085949806123	0.706300666246413	17	13
our	0.32294195800267	0.184274370113634	0.371817901289562	203	60
fashioned	0.471663317714518	0.870086846850079	0.989705717038645	10	9
careful	0.129950975710307	0.506213574404185	0.52262743804657	18	12
shadows	0.249918949211433	0.702902006191781	0.746009860178388	15	12
england	0.710490459338437	0.834561517378997	1.09603358484167	20	17
earnest	0.471663317714518	0.870086846850079	0.989705717038645	10	9
repeated	0.870969635697298	0.854850432169054	1.22039230073215	21	18
throwing	0.193264309157313	0.713864851297155	0.739563465235785	11	9
back	0.83480789841956	0.431782603895787	0.939861928312191	156	72
altogether	4.68122951471243	0.961008407630995	4.77885414392951	27	24
mass	0.39306926169016	0.594950876871245	0.713070817223304	38	26
hovering	8.02473037887394	0.991262705341073	8.08572194702627	10	10
centre	0.22178576789772	0.58873892763288	0.629128326935209	22	16
three	0.626079041051871	0.267858916049392	0.680972366951542	243	84
lines	0.271224990401767	0.510024462491421	0.577657292655517	37	24
floating	0.330496878945379	0.66164038768241	0.739591907476797	24	18
truly	2.0486992064641	0.935668972989142	2.25225328628491	20	18
drive	0.343564734606073	0.709243296241185	0.788075364497585	20	16
half	1.11678249591996	0.540164351933577	1.24055659697292	135	71
alas	0.471663317714518	0.870086846850079	0.989705717038645	10	9
dart	0.110833085918086	0.396049452637683	0.411265293780954	24	14
midnight	0.614707803464877	0.770496514496753	0.985662499282721	26	21
winter	0.652617142225422	0.893890075612822	1.10677396138759	11	10
scene	0.567220554851902	0.742042305569212	0.934005321773367	28	22
breaking	0.265793661863337	0.71559959612651	0.763366918763937	15	12
rest	0.636528942726083	0.643840045111226	0.90537235357438	50	35
plain	0.594956613793964	0.689754076072084	0.910897391452646	38	28
faint	0.652617142225422	0.893890075612822	1.10677396138759	11	10
gigantic	0.175896652939564	0.555331410250172	0.582522624217967	20	14
fact	0.6476840734954	0.666596438061784	0.929432875626988	46	33
subject	0.710490459338437	0.834561517378997	1.09603358484167	20	17
masts	0.252386738343116	0.589082925893484	0.640872654488163	25	18
visible	0.87600718887158	0.795386137233681	1.18322766290271	32	26
spring	0.106884214529319	0.308631095769365	0.326615046486454	34	17
clean	0.190270198828144	0.628067106914943	0.656255315674173	16	12
enormous	0.379022467862238	0.682825737473549	0.780966720738264	25	19
opposite	1.13131285897591	0.899239377570916	1.44516443460887	18	16
wall	0.100524213956587	0.382955553627863	0.395929379619665	23	13
human	0.311169470302985	0.54425680362751	0.626930544433332	37	24
hair	0.547780419769411	0.749480798359795	0.928323680293025	26	21
vast	0.626347146298469	0.566716210515464	0.844676275822426	68	43
handle	0.428197671805254	0.812843242263324	0.918731398523308	14	12
sweeping	0.265867748313304	0.758808249912153	0.804037076090357	12	10
grass	11.9958300564105	0.991256729642934	12.0367158580048	15	15
armed	0.102211161733798	0.527511488638958	0.537322521609752	13	9
gazed	0.471663317714518	0.870086846850079	0.989705717038645	10	9
cannibal	0.107566801832085	0.445651941648761	0.458449855438623	19	12
savage	0.307881005813954	0.452021520949977	0.546913310445945	53	31
mixed	0.265867748313304	0.758808249912153	0.804037076090357	12	10
lances	0.152506162456788	0.484960074955103	0.508374275399292	23	15
broken	0.357234297177854	0.503610088831227	0.617445920427653	50	31
lance	0.199093632818778	0.391184961624771	0.438935016637261	44	24
fifty	0.61217713959387	0.737129807032506	0.958186413312729	31	24
kill	0.236435015944199	0.512000182291957	0.563955409080834	32	21
sunrise	0.0806659222757116	0.533900995325624	0.539960428018835	10	7
flung	0.652617142225422	0.893890075612822	1.10677396138759	11	10
slain	0.913122102887121	0.915290408806593	1.29288379494614	12	11
iron	0.582209545628633	0.487250376207774	0.759197526428871	87	49
entered	0.133597640753185	0.612543751406432	0.626943519786178	12	9
tail	0.163758269755669	0.229658607265643	0.282063551003254	78	31
needle	0.0256149808211631	0.248497723819901	0.249814423094705	11	5
forty	0.0461044032018852	0.174377674728779	0.180369591224291	31	11
hump	0.115170143607867	0.405258668365206	0.421306005492204	24	14
crossing	0.824460223088994	0.866736956638036	1.19623058456893	18	16
yon	0.0806659222757116	0.533900995325624	0.539960428018835	10	7
cut	0.671182627636351	0.647000542581168	0.932253088887971	52	36
times	0.857965996743847	0.523259578749305	1.00494091285088	111	60
central	0.133597640753185	0.612543751406432	0.626943519786178	12	9
wrinkled	0.104564076749713	0.497455460777921	0.508326255080626	15	10
planks	0.965079394491266	0.815520608958246	1.26350785565712	31	25
fancy	0.297960703292859	0.619385092734862	0.687327050107115	26	19
table	0.111296892949816	0.299300088739075	0.319323568656467	37	18
cases	0.96545614329477	0.845767475345285	1.28352179061267	25	21
filled	0.170172349995953	0.523446506107416	0.550413365988878	22	15
remotest	8.02473037887394	0.991262705341073	8.08572194702627	10	10
den	0.0316586070026959	0.25695361553527	0.258896558366462	13	6
bar	0.0629107423059895	0.448160198562144	0.452554223350916	11	7
bone	0.181285258913774	0.339869184712472	0.385195285298969	50	25
jaw	0.198830724560749	0.335185695684369	0.38972183364647	56	28
cursed	9.62072209009542	0.991255741468079	9.67165350288375	12	12
indeed	0.809076228789557	0.563487484667823	0.985962722099371	89	54
downwards	0.913122102887121	0.915290408806593	1.29288379494614	12	11
fill	0.685236986854162	0.858784585325012	1.09866313861202	16	14
measure	0.107127505099829	0.503509998498292	0.514780167582886	15	10
number	0.137513863545083	0.438542800142094	0.459597487181517	25	15
seamen	0.573580877547433	0.654475097270541	0.870248628861527	43	31
landlord	0.0151661752240573	0.059570939550918	0.0614712104151686	34	6
telling	0.148209164565987	0.52554203569475	0.54604064660383	19	13
desired	0.652617142225422	0.893890075612822	1.10677396138759	11	10
avast	0.113383943122114	0.422580323780378	0.437527197559475	22	13
added	0.283832404639666	0.617176180235969	0.679313823923963	25	18
harpooneer	0.0847971918723968	0.132269082497033	0.157116752556979	79	23
blanket	0.0326224329622382	0.262721238995357	0.264738876162212	13	6
d	0.239270506896813	0.336479766784805	0.412878927684878	67	32
used	0.321624065176977	0.492827038338919	0.588490041563045	47	29
seat	1.49632028967214	0.917915128377851	1.75543230920176	19	17
supper	0.0932537820288491	0.306231766879931	0.320115858571687	30	15
want	0.0551233686927339	0.201598418801351	0.208998823535541	31	12
ready	0.646978802663383	0.686264033928887	0.943154226709553	42	32
directly	9.93079696416445	0.986682904015489	9.97969295602497	19	18
sat	0.22731186124046	0.42316836237623	0.480356269009558	44	25
carved	0.428197671805254	0.812843242263324	0.918731398523308	14	12
bench	0.0444862497368261	0.27091958957495	0.274547719770365	17	8
end	0.651115997100571	0.477924443605039	0.807690420566852	101	54
knife	0.228762760326139	0.511690378516063	0.560499280978974	31	20
working	0.265793661863337	0.71559959612651	0.763366918763937	15	12
space	0.428197671805254	0.812843242263324	0.918731398523308	14	12
trying	0.10822277578012	0.474784047911384	0.486962073829855	17	11
fire	0.247352140500316	0.321873671676925	0.405938101105172	74	36
fain	0.710490459338437	0.834561517378997	1.09603358484167	20	17
monkey	0.0470185061169663	0.294415402017797	0.298146220607896	16	8
lips	0.184959507108302	0.593351062955712	0.621510662161495	18	13
fingers	0.216052837343399	0.686658244829715	0.719846076405753	14	11
meat	0.040205294625825	0.34169033964184	0.344047604148765	11	6
heavens	0.190270198828144	0.628067106914943	0.656255315674173	16	12
fellow	0.502648881490746	0.57387353821769	0.762880551548136	53	35
whispered	0.105058649700179	0.575589705728006	0.585098990955272	11	8
chap	0.104363416220511	0.532701918124045	0.542828754045189	13	9
em	0.0974683022183085	0.247855310277094	0.266331231307698	42	18
rare	0.107127505099829	0.503509998498292	0.514780167582886	15	10
devil	0.151064531407794	0.284306044261832	0.321947852071212	54	25
began	0.437256000592448	0.539491951868833	0.694438173047353	53	34
rate	0.874151835750168	0.87954134639973	1.24005419719141	17	15
together	0.575036815546352	0.564480967828477	0.805795322817316	63	40
company	0.408215812839477	0.637231708733014	0.756772357097557	33	24
resolved	0.338360058607011	0.78700542943793	0.856659252693462	13	11
evening	0.269897948013982	0.68042843174217	0.732002563564682	18	14
noise	0.0641137924252329	0.452849087368119	0.457365143303777	11	7
starting	0.193264309157313	0.713864851297155	0.739563465235785	11	9
crew	0.345457659683037	0.260855402678297	0.432881664823237	139	53
morning	0.375137502891041	0.418557585226768	0.562066364610256	74	40
hurrah	0.0292202976008455	0.29325131319021	0.29470350944579	10	5
news	0.206801313291623	0.727492671637223	0.756314994208765	11	9
bears	0.138244899581884	0.620622699248466	0.635833458605991	12	9
landed	0.133597640753185	0.612543751406432	0.626943519786178	12	9
boat	0.238446245870164	0.0930594323610441	0.255962243545673	330	62
wake	0.291164333851745	0.514595303936206	0.591257131999713	39	25
bad	0.324777293994936	0.74242629239847	0.810356150306278	16	13
pitch	0.202295969794982	0.601893171661529	0.634979566197265	19	14
caught	0.363313640722727	0.545408951453516	0.655337871529508	43	28
weather	0.369098517416275	0.599596941080164	0.704095311241015	35	25
mounted	1.31227314973476	0.934780947042723	1.61117231805567	13	12
generally	2.76935351175505	0.933526223690644	2.92246301659886	28	25
observed	0.685236986854162	0.858784585325012	1.09866313861202	16	14
held	0.282071364201791	0.519818355005905	0.591418106506475	37	24
somewhat	3.19064066261509	0.945722502510994	3.32784898841406	26	23
become	0.736739643288274	0.78886473219202	1.079394676515	28	23
shipmate	0.0542018526807855	0.390785284706167	0.394526272353198	12	7
sleeping	0.175828344497694	0.531592742121849	0.559916467167583	22	15
six	0.648693622686765	0.760556209628584	0.999624511563756	29	23
height	0.324777293994936	0.74242629239847	0.810356150306278	16	13
shoulders	0.265867748313304	0.758808249912153	0.804037076090357	12	10
dam	0.0294873927783193	0.180623364633375	0.1830144971972	19	7
seldom	19.2593526873484	0.991262705362291	19.284845544798	24	24
contrast	0.913122102887121	0.915290408806593	1.29288379494614	12	11
seem	1.20309547337432	0.67038042814167	1.37726128112613	84	54
minutes	0.476959352457994	0.763322735704321	0.900084342014834	21	17
seems	1.35008828304866	0.692821324944305	1.51747809220524	85	55
darted	0.301931790485323	0.530135023689206	0.610086837628569	38	25
pursuit	0.524757019597446	0.764140227064109	0.92697368691586	23	19
clock	0.301557063220102	0.727988110312401	0.787974207150306	16	13
plan	0.107996514324655	0.582312699469824	0.592242625171566	11	8
deal	0.0632139311436511	0.449349451021735	0.453774096025951	11	7
know	0.496303996931775	0.318207926929821	0.589554019688975	151	64
private	0.338360058607011	0.78700542943793	0.856659252693462	13	11
kings	0.253301154840031	0.666473528458467	0.712985581326279	18	14
ashore	0.627037494388421	0.735620825455393	0.966599202468419	32	25
hammock	0.163710256459771	0.413300819957779	0.444543154089563	33	19
cover	8.82720205809376	0.991262703942574	8.88268528783061	11	11
skin	0.157863728309045	0.377281102178846	0.408976755790493	37	21
fair	0.289296988410163	0.554537091008593	0.625463134651006	33	23
case	0.543365751372938	0.524320510050126	0.755088297501889	70	42
certainly	0.440690966892034	0.690873610915121	0.819460111633955	28	21
getting	0.128004590856753	0.411454059137015	0.430905579055007	26	15
home	0.572249520361983	0.596356786553961	0.826505251298191	55	36
ve	0.153714802026279	0.371042873071773	0.401623024762443	37	20
changed	8.02473037887394	0.991262705341073	8.08572194702627	10	10
spare	0.150056149757587	0.503639652609772	0.525518551300488	21	14
feeling	0.377261991341351	0.656741167905844	0.757387332699177	28	21
got	0.2057963100835	0.388483893425888	0.439626951738995	46	25
carpenter	0.0633649948878279	0.155141418669466	0.167582762729074	49	16
saying	0.382132707166342	0.575654524954462	0.690943947065769	40	27
grinning	0.0476069964024307	0.403370279343893	0.406169925480003	10	6
near	0.439933555988169	0.493953577384303	0.661461767825735	64	37
soft	0.341242808567708	0.609849119110573	0.698829451639754	31	22
stove	0.201561597705614	0.576802526766295	0.61100591859132	21	15
narrow	0.244198784956185	0.742908903289213	0.782014504443784	12	10
placed	0.491555179516169	0.659737717801709	0.822727385468225	36	26
clear	0.611839622879034	0.684743228310676	0.918270664260862	40	30
interval	0.274771228829629	0.609481606701026	0.668555949116757	25	18
met	0.318433910912621	0.704129709603004	0.77278638935007	19	15
small	3.67160736140364	0.806610481549455	3.7591649452051	125	78
vicinity	8.525856628368	0.985327827309959	8.58260462649643	18	17
fetch	0.105058649700179	0.575589705728006	0.585098990955272	11	8
inside	0.184959507108302	0.593351062955712	0.621510662161495	18	13
violent	0.540969236725915	0.836630935915599	0.996292646773442	15	13
thoughts	1.31619212371515	0.846081866803592	1.56467767666815	34	28
seeing	0.360337248420843	0.58034576322332	0.683113561196645	37	25
possible	0.272682051913559	0.571771291419537	0.633465003869475	29	20
chance	0.441077999943315	0.581912720036144	0.730186425355785	45	30
dropping	0.269897948013982	0.68042843174217	0.732002563564682	18	14
ones	0.479877352339433	0.791042935767132	0.925219541252446	18	15
twelve	0.151579058080878	0.589313671811442	0.608495533781942	15	11
lean	9.62072209009542	0.991255741468079	9.67165350288375	12	12
early	0.652617142225422	0.893890075612822	1.10677396138759	11	10
bird	0.0908777329658905	0.446455817178018	0.455611192840026	16	10
rise	0.608270130328485	0.811983415533252	1.01454897296822	20	17
rage	0.150207227431756	0.680812396693037	0.697185578353176	10	8
actually	0.685236986854162	0.858784585325012	1.09866313861202	16	14
engaged	0.685236986854162	0.858784585325012	1.09866313861202	16	14
blessed	8.82720205809376	0.991262703942574	8.88268528783061	11	11
shouted	0.107625562033143	0.473404352381049	0.485484235023415	17	11
calmly	1.31227314973476	0.934780947042723	1.61117231805567	13	12
done	3.04055749795294	0.853683499254236	3.15812688397043	74	55
cool	0.874151835750168	0.87954134639973	1.24005419719141	17	15
understand	0.227446530754905	0.655153802889321	0.693511665217523	17	13
mad	0.183902567148821	0.420422506293679	0.458884776389656	36	21
thereby	14.4451543319063	0.991263114570925	14.4791258795171	18	18
morrow	0.265867748313304	0.758808249912153	0.804037076090357	12	10
otherwise	1.17107319769076	0.864787207037838	1.45577104924022	26	22
dangerous	0.138244899581884	0.620622699248466	0.635833458605991	12	9
turning	0.750527058809269	0.672087858526831	1.00746858788951	52	37
flukes	0.0853272850841229	0.246689339078464	0.261029453500551	37	16
kick	0.0256149808211631	0.248497723819901	0.249814423094705	11	5
big	0.104363416220511	0.532701918124045	0.542828754045189	13	9
pitched	0.471663317714518	0.870086846850079	0.989705717038645	10	9
lighted	0.338360058607011	0.78700542943793	0.856659252693462	13	11
exclaimed	0.428197671805254	0.812843242263324	0.918731398523308	14	12
won	0.120624494816718	0.348650048443546	0.368926991462369	32	17
somewhere	1.02076444161214	0.863051247441577	1.33671893117821	23	20
considered	1.97840434994955	0.952525913863824	2.19576624176651	14	13
clam	0.00518143756388847	0.0629659340015821	0.0631787633617505	11	2
furnished	0.540969236725915	0.836630935915599	0.996292646773442	15	13
prodigious	14.4451543319063	0.991263114570925	14.4791258795171	18	18
harpooneers	0.311686137876105	0.445896711237997	0.54403320269721	55	32
double	0.324777293994936	0.74242629239847	0.810356150306278	16	13
disappeared	11.9958300564105	0.991256729642934	12.0367158580048	15	15
walls	0.471663317714518	0.870086846850079	0.989705717038645	10	9
striking	17.6544002399945	0.991262702066837	17.6822071466892	22	22
lashed	0.652617142225422	0.893890075612822	1.10677396138759	11	10
thrown	0.672928967683324	0.805997506110726	1.04998351196771	23	19
also	1.30224974108832	0.680051929425022	1.46912389364522	87	57
seaman	0.166814402536154	0.645655967534384	0.666857311054063	13	10
doubt	0.39385243575107	0.643378694404223	0.754357929341458	31	23
felt	0.221390481697058	0.433994358358769	0.487201034967389	41	24
tried	3.17241341745791	0.967765392690956	3.31674188723772	15	14
concerning	4.14876396203872	0.936414691507414	4.25313001061361	40	34
mat	0.0321742464295888	0.260050448641115	0.26203323829575	13	6
christian	0.155759773096569	0.565417111035371	0.586478999084093	17	12
gave	1.36141259485402	0.835724416772142	1.59746034511542	38	31
neck	6.90697069135415	0.982943122792833	6.9765622848127	17	16
thinking	0.529928715458663	0.72881307239702	0.901106507558597	28	22
jacket	0.476959352457994	0.763322735704321	0.900084342014834	21	17
beginning	0.33863581320812	0.716779594704476	0.792746618644216	19	15
jumped	0.206801313291623	0.727492671637223	0.756314994208765	11	9
slid	0.324777293994936	0.74242629239847	0.810356150306278	16	13
pretty	13.9016423475529	0.986483130959535	13.9365996185204	27	25
spoken	1.31227314973476	0.934780947042723	1.61117231805567	13	12
spoke	11.9958300564105	0.991256729642934	12.0367158580048	15	15
employed	0.265793661863337	0.71559959612651	0.763366918763937	15	12
yellow	0.0991495653062585	0.379713981658005	0.392445339081757	23	13
colour	0.0853003119268036	0.463863739844061	0.471641508305757	14	9
fight	0.583067722126291	0.813350688903353	1.00075337207781	19	16
chanced	1.31227314973476	0.934780947042723	1.61117231805567	13	12
whaleman	0.476715340343256	0.600686815665285	0.766865155182244	45	31
cannibals	0.206801313291623	0.727492671637223	0.756314994208765	11	9
concluded	1.49632028967214	0.917915128377851	1.75543230920176	19	17
course	5.46286731619577	0.949793398594569	5.54481981802599	41	35
voyages	0.0834236039307244	0.458332564219396	0.465862895192048	14	9
similar	0.283832404639666	0.617176180235969	0.679313823923963	25	18
unearthly	9.62072209009542	0.991255741468079	9.67165350288375	12	12
completely	0.791491895127149	0.773027834156243	1.10635954934743	33	26
hot	0.426189319523961	0.724606982582126	0.840650114663092	23	18
passing	4.51259646827451	0.966797220419307	4.61499986466891	22	20
noticed	0.652617142225422	0.893890075612822	1.10677396138759	11	10
pulled	0.101480265542123	0.525722520795927	0.535427318285614	13	9
tomahawk	0.038880961041464	0.225158175574673	0.228490553764533	19	8
fresh	0.61217713959387	0.737129807032506	0.958186413312729	31	24
surprise	0.158422428418196	0.692268088626906	0.710163905276147	10	8
least	2.27680410873501	0.813745831580735	2.41785426110997	74	52
skull	0.0838459488846544	0.322614223976277	0.333331787647358	25	13
dinner	0.0404588074496669	0.241950290139692	0.245309718517082	18	8
ignorance	0.471663317714518	0.870086846850079	0.989705717038645	10	9
afraid	0.0421583244386615	0.299525052573515	0.302477406492853	14	7
game	0.0847415364847305	0.353575660105949	0.363588882427875	22	12
continued	0.428197671805254	0.812843242263324	0.918731398523308	14	12
thirty	3.19064066261509	0.945722502510994	3.32784898841406	26	23
war	0.301765968023237	0.622370584015223	0.691670328483484	26	19
escaped	0.471663317714518	0.870086846850079	0.989705717038645	10	9
marked	0.269897948013982	0.68042843174217	0.732002563564682	18	14
running	0.962772057631619	0.748239120360668	1.21934073014655	46	35
palms	3.17241341745791	0.967765392690956	3.31674188723772	15	14
shipped	0.133597640753185	0.612543751406432	0.626943519786178	12	9
aboard	0.117904083225639	0.44360243672887	0.459003806861195	21	13
previously	0.324777293994936	0.74242629239847	0.810356150306278	16	13
curious	0.63175230554411	0.624237803061855	0.8881350180754	54	37
real	6.74366342250352	0.976531108619456	6.81400098048961	23	21
idol	0.0218790943762575	0.19292127670643	0.194157960889489	13	5
empty	0.721601036394243	0.829912999022096	1.09975617373629	21	18
hidden	1.35383852963348	0.893142023200754	1.62190672910845	23	20
ill	0.217954431710889	0.619615861333307	0.656831751606324	19	14
meantime	1.02076444161214	0.863051247441577	1.33671893117821	23	20
follow	0.374055528523635	0.726460879665602	0.817106448453086	20	16
places	0.374055528523635	0.726460879665602	0.817106448453086	20	16
carefully	0.652617142225422	0.893890075612822	1.10677396138759	11	10
drawing	0.403255587396747	0.634400220830399	0.751717173514318	33	24
heat	0.197522704022578	0.636763787184901	0.666695837150982	16	12
moved	11.2421846788306	0.991272504047305	11.2858024761296	14	14
sing	0.0862158092256282	0.39184536717293	0.401218092233287	19	11
pagan	0.287450428903087	0.639599420743586	0.701224049852898	23	17
during	6.47838216923982	0.966374534624796	6.5500622342002	32	28
spell	0.652617142225422	0.893890075612822	1.10677396138759	11	10
fatal	0.237742109249945	0.665085949806123	0.706300666246413	17	13
clouds	0.471663317714518	0.870086846850079	0.989705717038645	10	9
sprang	0.166814402536154	0.645655967534384	0.666857311054063	13	10
giving	0.418679952023029	0.679826075152512	0.798408663958048	28	21
sudden	0.584851417971241	0.658862263115323	0.880994133272417	43	31
whatever	1.03599200754713	0.765759460315631	1.28828063354396	45	34
e	0.0787301593147845	0.300702981891751	0.310838738422871	26	13
thank	0.913122102887121	0.915290408806593	1.29288379494614	12	11
ran	0.264507742831594	0.620211638816113	0.674260204179984	23	17
queequeg	0.132403250722651	0.069433072178429	0.14950442238964	252	42
pipe	0.106938781113813	0.280243091263558	0.299953484905682	39	18
clothes	0.652617142225422	0.893890075612822	1.10677396138759	11	10
smoking	0.583067722126291	0.813350688903353	1.00075337207781	19	16
rolling	0.759003873894333	0.771065380805762	1.08195596124045	32	25
touch	0.508820284205896	0.706607932525192	0.870742701334266	30	23
leg	0.156258544595727	0.199560935544301	0.253458674648337	89	32
wife	0.127073186441038	0.419204475417922	0.438041079035624	25	15
odd	8.02473037887394	0.991262705341073	8.08572194702627	10	10
figure	0.583067722126291	0.813350688903353	1.00075337207781	19	16
precise	1.00160667841776	0.882152118980061	1.33469408452727	19	17
owing	0.317051658376338	0.652280147863238	0.725252470092777	24	18
keeping	1.31227314973476	0.934780947042723	1.61117231805567	13	12
strip	0.0466447709245222	0.398455030193151	0.401175953592468	10	6
hardly	0.367676654535132	0.612736687567417	0.714585453659139	33	23
child	0.253301154840031	0.666473528458467	0.712985581326279	18	14
circumstance	3.19064066261509	0.945722502510994	3.32784898841406	26	23
dream	0.150207227431756	0.680812396693037	0.697185578353176	10	8
entirely	1.3339805309784	0.871217909027963	1.59327483568921	28	24
cutting	0.342626356976771	0.56802401592351	0.66335820124654	37	25
mother	1.13131285897591	0.899239377570916	1.44516443460887	18	16
dragged	0.679538044368958	0.850211048149321	1.08840745134345	17	15
year	0.379022467862238	0.682825737473549	0.780966720738264	25	19
third	0.251722599206865	0.519962280487738	0.577689397584437	33	22
sheets	8.02473037887394	0.991262705341073	8.08572194702627	10	10
entire	1.72879680774354	0.816963669229832	1.91211088572439	55	42
hope	0.821581970305527	0.774332391345674	1.12897634440152	34	27
gay	0.583067722126291	0.813350688903353	1.00075337207781	19	16
softly	0.101464410685424	0.567064393316289	0.576070354039254	11	8
she	0.274484844686453	0.254784404047725	0.374509041958269	114	44
several	0.710260127859691	0.686770158401752	0.987989220436353	46	34
greatest	0.265867748313304	0.758808249912153	0.804037076090357	12	10
subsequent	0.338360058607011	0.78700542943793	0.856659252693462	13	11
troubled	0.540969236725915	0.836630935915599	0.996292646773442	15	13
outer	0.608270130328485	0.811983415533252	1.01454897296822	20	17
shock	0.0517419964430804	0.328779579908151	0.332826150355552	15	8
form	2.36124519464284	0.886330773236649	2.52211441231562	43	35
belonged	0.913122102887121	0.915290408806593	1.29288379494614	12	11
closely	1.97840434994955	0.952525913863824	2.19576624176651	14	13
piled	1.97840434994955	0.952525913863824	2.19576624176651	14	13
